distance_traveled,trip duration,num_of_passengers,time of day
1218,3.85,1,105
302,1.82,1,41.25
318,2.25,1,48.75
203,0.29,1,30
901,5.66,1,105
1021,9.54,1,146.25
515,2.19,2,60
733,3.01,1,75
393,1.54,6,45
1841,18.49,2,262.5
718,3.11,1,75
1512,9.3,1,161.25
562,2.3,1,56.25
361,1.59,1,45
1525,10.61,3,165
378,1.67,1,48.75
459,2.45,1,56.25
624,2.69,1,63.75
936,9.75,5,150
2035,13.41,1,225
1002,6.6,1,105
512,2.22,1,60
1317,4.18,1,112.5
1767,25.65,1,450
649,2.9,1,63.75
429,1.82,6,52.5
879,5.02,1,101.25
1455,6.34,1,127.5
345,0.85,1,41.25
1382,10.07,2,165
778,2.17,1,71.25
259,0.98,1,37.5
613,2.48,1,63.75
598,2.19,2,60
1012,4.18,1,93.75
468,2.25,1,56.25
325,1.88,5,45
1876,11.54,1,191.25
652,2.66,2,71.25
682,2.93,1,71.25
1004,5.54,1,105
207,1.42,1,37.5
825,3.01,1,78.75
345,1.5,1,45
1203,7.29,1,127.5
835,3.22,1,82.5
644,2.35,1,67.5
744,3.04,2,75
872,4.3,1,90
1628,7.19,1,150
319,0.8,1,37.5
369,1.29,1,41.25
463,1.43,1,48.75
605,2.56,1,63.75
324,1.22,1,41.25
1504,9.9,1,168.75
1153,7.58,2,525
303,1.34,1,41.25
636,2.25,1,63.75
492,3.7,1,67.5
1077,4.07,1,97.5
1438,4.43,1,120
1060,4.36,2,97.5
742,2.54,1,71.25
1987,15.37,1,247.5
124,0.74,1,30
1332,6.92,2,131.25
928,3.69,1,90
2271,11.18,1,210
302,1.22,1,41.25
701,1.72,1,63.75
512,2.25,1,60
387,1.95,1,48.75
466,2.64,1,56.25
471,3.75,1,63.75
1119,6.5,1,120
1153,4.49,1,105
529,1.59,1,56.25
1192,12.1,1,180
745,3.28,1,78.75
775,4.09,1,78.75
502,2.46,1,60
465,4.97,1,82.5
245,1.45,1,37.5
213,1.05,1,37.5
2194,6.44,1,172.5
2005,16.69,1,255
1171,3.7,1,101.25
473,1.9,1,52.5
523,2.93,1,60
16,7.72,1,150
244,0.61,1,33.75
506,2.43,1,60
2193,14.55,1,240
401,0.5,1,45
757,4.06,2,82.5
1161,6.71,1,127.5
1530,13.28,1,180.9
733,4.1,1,120
1529,9.01,1,153.75
909,1.77,2,78.75
536,2.37,1,60
776,2.66,1,71.25
374,2.27,1,48.75
551,1.51,1,56.25
883,3.44,1,82.5
1118,12.25,1,176.25
814,1.66,1,75
722,2.56,1,75
1797,10.65,1,191.25
246,1.29,2,33.75
677,2.33,1,67.5
792,3.15,1,78.75
880,4.02,1,93.75
892,11.07,1,161.25
1183,5.63,1,116.25
227,0.31,1,30
611,1.51,6,60
774,2.86,1,75
405,1.48,1,48.75
527,2.56,1,60
2007,27.68,2,363.75
236,1.29,1,37.5
843,5.33,1,101.25
809,4.1,1,82.5
150,0.45,1,75
1253,6.1,1,120
701,2.93,1,71.25
293,2.25,2,45
485,1.77,1,52.5
537,2.91,2,60
585,2.93,1,63.75
450,1.88,1,52.5
1278,3.98,1,112.5
977,4.62,5,97.5
201,1.75,1,37.5
833,3.59,1,82.5
1330,9.77,1,157.5
1338,5.29,1,90
703,2.49,1,71.25
248,0.8,1,33.75
3655,10.49,2,281.25
1596,5.23,1,127.5
393,2.09,1,52.5
430,2.32,1,52.5
514,2.25,1,56.25
205,0.66,1,30
1381,6.04,1,123.75
563,2.54,1,60
724,3.7,1,78.75
604,4.78,1,82.5
422,2.11,1,52.5
272,1.3,1,41.25
2073,7.9,1,168.75
1796,4.83,1,142.5
599,2.9,1,67.5
434,2.12,1,52.5
537,2.3,1,60
1134,8.53,1,138.75
1129,3.3,1,93.75
1824,15.93,1,232.5
824,3.41,1,78.75
1303,14.03,1,202.5
319,1.83,1,45
1339,6.2,1,127.5
416,2.12,1,52.5
774,4.86,1,86.25
1108,3.49,1,101.25
1,0.42,2,90
433,1.93,1,48.75
1342,11.1,1,172.5
937,4.6,5,93.75
857,9.21,1,138.75
843,5.15,2,97.5
1539,12.7,5,191.25
2441,10.14,1,300
1604,11.25,1,183.75
3,0.35,1,375
1110,4.07,1,93.75
903,6.16,1,105
567,3.25,1,71.25
777,6.32,1,97.5
780,2.7,1,75
104,0.48,2,26.25
837,11.02,1,157.5
449,1.58,1,48.75
439,1.53,1,48.75
1394,6.52,1,127.5
511,3.32,1,71.25
3175,13.66,1,262.5
369,2,2,48.75
327,1.8,1,45
1001,3.3,1,90
387,1.63,1,48.75
363,1.96,1,48.75
815,5.17,2,97.5
872,4.62,1,90
613,3.62,1,71.25
388,1.64,1,48.75
649,2.72,1,67.5
498,3.89,2,71.25
666,2.67,1,67.5
356,2.2,5,52.5
545,2.67,1,63.75
2450,13.66,6,255
634,1.9,1,60
282,1.19,1,41.25
1569,5.66,1,138.75
1171,10.46,6,157.5
432,1.75,1,45
3633,8.56,1,262.5
374,1.34,1,45
1082,7.95,2,127.5
1671,6.34,1,146.25
448,1.17,1,48.75
2129,9.51,1,187.5
114,0.95,1,30
3178,20.23,1,337.5
383,2.49,1,52.5
627,2.09,1,63.75
755,3.11,1,71.25
1115,7.24,1,127.5
740,2.9,1,78.75
596,1.9,1,56.25
218,1.03,1,33.75
307,1.29,1,41.25
1485,10.38,1,168.75
668,4.22,1,78.75
334,0.9,1,41.25
657,3.52,1,71.25
383,1.93,1,48.75
1368,5.18,5,120
997,5.09,1,101.25
662,11.23,1,150
747,3.93,1,78.75
643,2.37,1,63.75
276,1.88,1,41.25
648,2.64,1,67.5
787,3.44,1,78.75
805,3.06,1,75
7214,13.31,1,491.25
773,2.67,1,75
748,5.46,1,93.75
591,4.06,2,112.5
1354,13.04,1,198.75
85328,3.62,1,71.25
1034,3.86,3,97.5
1069,3.32,1,93.75
587,4.26,1,78.75
858,8.35,1,127.5
2010,10.35,1,195
1475,8.03,1,146.25
420,1.8,1,48.75
403,1.5,1,45
1334,11.99,1,183.75
1071,11.89,1,165
394,2.17,1,48.75
651,2.49,1,67.5
608,2.88,1,67.5
306,0.51,1,37.5
890,4.36,1,90
1194,18.64,5,240
359,1.77,0,45
1738,13.95,1,217.5
901,2.16,1,78.75
248,0.84,1,33.75
730,4.49,1,86.25
519,0.97,1,52.5
788,3.8,1,82.5
1177,4.59,1,105
1010,3.65,1,93.75
776,3.86,1,86.25
650,4.36,1,78.75
973,4.51,1,93.75
1015,13.12,1,187.5
245,0.92,3,33.75
763,3.86,1,82.5
540,1.64,1,56.25
1275,4.83,2,112.5
1597,5.09,2,131.25
1306,5.63,2,120
700,3.19,1,71.25
397,1.24,1,45
617,4.44,5,78.75
463,1.45,1,48.75
935,6.82,1,120
2354,6.16,1,180
1720,12.07,1,198.75
769,2.85,5,75
3071,20.92,1,341.25
111,1,1,52.5
486,2.24,1,56.25
425,1.63,1,48.75
231,1.42,1,37.5
565,2.53,1,63.75
1499,20.04,1,262.5
1521,11.88,1,172.5
607,2.66,1,67.5
502,3.15,1,63.75
321,1.72,1,45
285,0.8,1,33.75
609,2.45,1,63.75
2472,9.41,1,202.5
1060,5.09,1,101.25
1194,14.85,1,202.5
1775,7.82,1,153.75
223,1.11,1,37.5
1103,5.29,1,97.5
617,4.96,1,82.5
941,3.98,1,93.75
593,3.78,1,75
1283,3.62,4,108.75
1880,10.99,1,195
692,3.99,1,78.75
499,3.22,1,63.75
513,1.77,1,52.5
967,3.36,1,86.25
222,1.37,3,37.5
558,2.9,1,63.75
1572,7.58,1,153.75
811,14.05,1,285
1899,23.13,1,307.5
1086,4.88,1,105
1116,7.79,1,131.25
448,1.38,1,52.5
1191,14.15,2,195
1313,5.87,1,120
940,7.72,2,123.75
466,1.82,2,52.5
779,4.18,2,86.25
811,3.88,1,82.5
1099,4.68,1,105
468,1.63,1,48.75
568,1.69,1,56.25
664,4.41,1,78.75
760,2.35,1,71.25
1182,5.47,2,112.5
246,0.98,1,33.75
1262,6.21,1,120
1424,6.92,1,135
362,0.98,1,41.25
673,4.52,1,86.25
1787,7.08,1,150
1245,7.29,1,138.75
132,1.5,1,33.75
330,0.74,2,30
1469,12.87,1,202.5
1006,8.35,1,135
1003,8.51,1,138.75
1104,5.21,1,108.75
852,5.75,1,97.5
885,4.3,1,90
691,2.35,2,67.5
446,2.25,1,52.5
749,5.94,1,101.25
291,0.79,1,37.5
1922,5.79,2,150
470,1.42,1,52.5
2341,7.89,1,198.75
445,1.32,1,45
1055,2.22,6,86.25
441,2.3,1,52.5
1232,10.81,1,176.25
181,1,1,30
812,7.84,1,123.75
1011,8.51,1,135
803,4.49,1,86.25
462,2.9,1,60
117,1.16,1,30
413,2.09,1,48.75
401,2.25,1,52.5
753,5.99,1,97.5
760,2.93,1,71.25
577,2.74,2,67.5
2456,8.05,3,198.75
1443,4.83,1,127.5
221,0.89,1,33.75
1509,12.28,1,198.75
771,3.99,1,82.5
1107,3.7,1,101.25
998,4.02,1,90
674,3.6,1,75
1214,3.03,1,101.25
457,2.33,1,56.25
816,2.25,1,75
454,4.46,1,75
450,1.51,1,48.75
367,1.82,1,75
1257,22.4,1,281.25
896,2.35,1,78.75
431,1.85,2,48.75
575,2.35,1,60
934,4.67,1,97.5
693,3.94,1,78.75
1116,4.84,1,108.75
577,3.04,1,63.75
357,1.21,2,41.25
1080,7.03,1,112.5
718,2.57,1,67.5
1103,6.76,1,127.5
569,2.22,1,60
706,3.7,1,82.5
444,1.26,1,48.75
767,2.86,1,75
340,1.45,1,45
1512,13.1,1,202.5
1177,1.26,1,93.75
1329,20.12,1,262.5
575,2.88,1,67.5
713,2.83,2,71.25
477,2.09,1,52.5
432,2.41,1,52.5
1756,9.83,1,172.5
438,1.83,1,52.5
415,2.25,1,52.5
680,2.19,1,63.75
312,1.13,1,41.25
1663,4.39,1,131.25
476,2.2,1,52.5
2140,18.51,2,258.75
417,1.43,1,45
443,1.77,1,52.5
662,3.94,1,78.75
1340,6.66,1,127.5
71,0.69,1,26.25
544,1.85,2,52.5
884,4.09,2,90
532,5.76,1,90
1720,6.98,1,150
484,2.4,1,56.25
210,0.8,1,33.75
462,2.57,2,60
671,2.09,1,63.75
415,2.14,1,52.5
812,2.48,1,75
503,3.38,1,67.5
513,1.93,1,56.25
1324,3.8,1,108.75
1036,12.36,1,172.5
1025,3.54,2,93.75
264,0.53,1,33.75
735,1.96,1,67.5
242,1.64,1,37.5
749,1.3,1,67.5
685,2.01,1,67.5
618,3.43,1,71.25
758,3.23,1,75
742,4.25,1,82.5
856,3.38,1,82.5
912,4.06,2,90
3459,14.31,1,288.75
1028,6.45,1,112.5
198,0.82,1,33.75
988,4.63,1,93.75
557,3.38,1,63.75
1040,2.83,1,86.25
516,1.34,1,52.5
380,1.38,1,45
928,4.83,1,97.5
582,2.4,1,60
922,4.07,1,90
636,9.78,1,131.25
501,3.22,1,63.75
610,1.71,1,60
67,0.29,1,22.5
691,3.06,1,67.5
457,1.95,1,52.5
506,6.18,1,93.75
1176,3.59,1,105
733,2.27,1,67.5
2912,7.15,1,221.25
416,0.8,1,45
770,2.83,1,75
482,1.98,5,52.5
785,2.57,1,71.25
582,2.77,1,63.75
31,0.16,1,18.75
2038,21.55,1,307.5
315,2.08,1,45
912,3.73,1,90
2081,8.13,1,176.25
1271,7.58,1,135
372,2.88,1,56.25
707,4.1,1,78.75
22,0.08,1,127.5
966,5.89,1,112.5
477,2.72,1,56.25
1319,6.02,6,116.25
405,2.27,1,48.75
36,0.23,1,525
196,1.29,1,37.5
1423,5.79,1,131.25
2607,12.36,5,225
2195,7.02,1,176.25
220,0.8,1,33.75
13,0.02,1,18.75
1685,4.6,1,131.25
607,2.77,6,63.75
731,3.41,1,78.75
560,2.48,1,60
583,4.38,1,78.75
1135,5.15,1,112.5
242,1.09,1,37.5
329,2.14,1,48.75
811,2.43,1,71.25
6101,5.33,1,123.75
1014,4.39,1,105
741,6.44,1,150
753,2.9,1,75
626,1.75,1,60
279,1.13,0,41.25
1002,2.19,1,86.25
976,9.95,1,146.25
793,2.48,1,75
1144,3.96,5,105
407,1.95,1,48.75
1298,10.64,1,168.75
344,0.85,1,41.25
1059,4.43,1,101.25
676,2.72,1,67.5
731,2.93,2,71.25
825,3.65,5,82.5
510,2.06,1,52.5
1224,5.1,1,108.75
750,5.28,1,90
451,4.06,1,67.5
988,14.81,1,198.75
414,1.77,2,48.75
1745,5.5,1,142.5
120,0.84,1,26.25
912,8.47,1,127.5
496,1.69,2,52.5
2217,9.69,1,195
974,4.25,2,97.5
145,0.66,1,30
291,1.17,1,41.25
1578,7.08,2,146.25
2,0.27,1,150
623,5.87,1,101.25
643,3.22,1,71.25
477,1.45,1,52.5
646,1.9,1,60
2062,10.41,1,187.5
691,2.48,1,63.75
785,3.38,1,82.5
718,3.06,1,75
561,2.14,1,56.25
614,2.57,1,63.75
812,3.7,1,78.75
624,2.49,1,63.75
143,0.77,5,30
904,4.73,1,101.25
834,6.92,1,112.5
593,4.26,1,82.5
1496,10.3,2,165
917,5.95,1,105
302,1.69,1,41.25
452,2.33,1,56.25
15,2.74,1,18.75
808,3.4,1,82.5
304,0.64,1,37.5
776,7.19,1,225
1145,9.46,1,150
796,2.35,1,75
117,0.47,5,26.25
1154,4.12,1,105
527,4.67,1,78.75
876,3.78,5,86.25
535,3.59,1,71.25
937,5.23,1,101.25
774,3.52,1,82.5
447,2.43,1,52.5
651,2.09,2,63.75
590,3.69,3,71.25
389,1.3,1,45
1860,7.16,1,161.25
1026,3.33,1,90
1277,5.99,2,123.75
358,1.14,1,41.25
1051,2.2,1,86.25
676,2.12,1,67.5
1980,11.25,1,206.25
410,2.27,1,52.5
1202,4.55,1,101.25
414,2.03,1,52.5
610,2,1,60
2286,14.74,5,240
901,5.1,3,93.75
1391,10.04,1,165
646,4.35,1,86.25
623,2.3,1,63.75
7798,33.07,1,611.25
266,1.85,1,41.25
344,1.13,1,41.25
242,0.68,1,33.75
277,1.05,1,37.5
1469,11.41,1,183.75
725,3.67,1,78.75
1122,6.15,4,116.25
454,1.64,1,48.75
666,3.67,1,75
814,3.99,1,86.25
1185,4.68,1,112.5
900,7.24,2,120
991,11.64,1,165
1518,14.18,2,213.75
785,3.73,1,86.25
613,2.99,1,67.5
332,2.48,1,48.75
211,1.37,8,60
846,4.99,2,90
1740,7.37,5,153.75
428,5.81,1,90
770,2.06,1,71.25
1026,2.41,2,86.25
363,2.82,1,52.5
865,4.55,1,90
1091,7.15,5,116.25
505,0.1,1,48.75
784,6.79,1,112.5
1033,5.47,1,105
1219,8.82,3,153.75
631,2.38,1,63.75
765,3.27,1,75
4,0.08,2,187.5
673,8.74,1,123.75
683,2.25,1,63.75
1387,4.59,1,120
1344,9.98,1,161.25
1025,5.52,1,105
291,0.79,1,37.5
436,1.42,1,48.75
674,2.98,1,71.25
879,3.56,1,82.5
1117,8.59,1,142.5
803,2.59,2,75
333,1.29,1,41.25
1222,5.05,1,112.5
1676,5.66,1,138.75
694,5.02,1,90
1642,17.8,1,251.25
324,1.17,1,41.25
865,10.72,1,150
408,1.43,1,45
1448,6.76,1,131.25
156,0.66,1,30
369,1.88,1,45
1899,9.46,1,183.75
638,3.03,1,67.5
491,2.14,1,52.5
1556,14.97,1,213.75
1705,23,1,300
230,2.17,1,45
898,5.31,1,97.5
580,2.01,1,56.25
765,9.96,1,138.75
548,4.01,5,75
866,3.89,1,82.5
541,3.12,4,67.5
297,1.05,2,37.5
1890,7.84,1,168.75
1379,3.54,1,105
520,1.96,1,56.25
385,1.58,1,45
1065,5.36,1,112.5
735,3.49,1,71.25
2,0.39,1,112.5
439,1.92,2,48.75
59,0.02,1,18.75
1266,11.31,1,172.5
745,3.06,1,78.75
254,2.27,1,45
640,3.32,1,71.25
122,0.66,1,26.25
1201,5.63,0,116.25
17042,215.31,1,2823.75
252,1.4,1,37.5
449,2.46,1,56.25
1037,6.44,1,101.25
1136,6.23,1,116.25
565,2.62,2,63.75
346,1.8,1,45
1164,6.45,1,120
817,2.41,1,75
935,5.49,1,101.25
1395,5.17,1,123.75
571,4.06,5,75
558,1.79,1,56.25
642,1.93,2,60
1333,4.2,1,116.25
489,2.98,1,60
441,2.16,1,52.5
1284,8.19,2,138.75
932,2.43,1,78.75
264,1.45,1,41.25
571,2.69,1,63.75
363,2.24,1,48.75
1241,2.75,1,97.5
840,2.59,1,78.75
452,0.92,1,45
678,2.35,1,67.5
2124,20.28,1,281.25
1640,22.53,1,300
271,2.22,1,45
518,6.76,1,101.25
330,1.56,1,41.25
1315,4.31,1,112.5
372,2.2,2,48.75
536,4.18,1,71.25
946,3.6,1,90
630,6.52,1,101.25
459,2.78,1,60
509,2.35,1,60
1656,8.72,1,165
574,2.69,1,63.75
2299,12.54,1,213.75
406,1.92,1,48.75
439,2.09,1,52.5
581,1.35,1,56.25
676,3.78,1,75
994,2.96,1,86.25
1379,8.5,1,146.25
748,4.07,1,82.5
100,0.42,1,22.5
4514,15.56,1,348.75
390,1.88,1,90
496,1.9,1,56.25
2474,11.35,1,225
1349,11.57,1,176.25
641,2.88,5,67.5
948,5.38,1,105
4074,21,1,393.75
32,0.03,1,390
990,6.24,1,108.75
2909,6.02,1,210
581,2.09,1,60
942,3.51,1,86.25
1003,1.08,1,78.75
1562,7.98,1,150
1216,3.75,1,105
439,1.48,1,45
644,1.3,1,60
1024,4.54,1,97.5
552,2.08,2,60
779,3.86,1,86.25
209,0.23,1,30
402,1.93,2,48.75
337,1.43,1,41.25
380,1.61,1,45
194,0.93,1,33.75
439,2.25,1,52.5
1720,7.71,2,150
409,2.53,1,52.5
894,4.02,1,86.25
1708,8.09,1,153.75
1201,5.17,5,112.5
1097,6.61,1,123.75
4,0.03,1,90
1048,6.41,1,116.25
2253,13.74,1,228.75
1517,9,1,157.5
1827,6.39,1,150
1443,7.24,1,146.25
1022,1.5,1,86.25
597,2.99,1,67.5
369,1.34,1,45
595,3.22,3,71.25
798,3.25,1,82.5
643,2.12,1,63.75
365,0.64,1,41.25
251,0.87,1,37.5
1150,3.56,5,101.25
454,2.12,1,52.5
807,4.97,1,90
1390,5.57,1,131.25
1167,4.7,1,150
1239,4.8,1,112.5
635,3.78,1,75
326,1.96,1,45
590,3.06,1,67.5
911,9.62,1,146.25
2,0.16,1,112.5
499,2.43,1,56.25
259,1.45,1,37.5
446,2.3,1,52.5
1246,4.99,1,108.75
1435,6,1,123.75
884,3.83,1,82.5
519,6.16,2,93.75
291,1.66,1,41.25
2559,18.09,1,270
1407,6.76,1,135
446,2.17,6,52.5
766,2.74,1,75
884,6.9,2,120
227,1.72,1,41.25
1291,10.93,1,172.5
588,2.56,1,63.75
556,2.53,1,60
124,0.45,1,60
486,2.17,1,52.5
844,4.25,1,86.25
1205,5.78,1,116.25
1901,28.5,2,390
266,1.77,1,41.25
272,1.34,1,41.25
853,2.96,1,78.75
807,7.74,1,150
275,1.29,1,37.5
272,1.42,1,41.25
6228,8.29,1,438.75
1125,13.71,1,187.5
520,2.43,6,60
564,3.07,1,67.5
201,1.83,1,37.5
1098,2.51,1,90
380,1.93,5,45
2932,36.85,1,513.75
1126,4.84,1,108.75
437,1.74,1,52.5
599,3.3,1,67.5
1046,8.34,2,105
1772,3.91,1,138.75
400,0.98,1,45
480,1.61,2,52.5
319,1.11,1,41.25
4073,30.66,1,491.25
1673,6.57,1,153.75
1163,4.68,1,105
983,7.19,1,116.25
711,4.83,2,150
609,3.98,1,75
740,4.01,1,82.5
575,7.92,1,116.25
483,1.53,1,52.5
813,1.93,2,71.25
434,1.46,1,48.75
781,10.96,1,153.75
816,3.06,2,78.75
673,3.57,1,75
1190,4.46,1,105
594,2.64,1,67.5
319,1.85,1,45
818,2.88,1,75
2458,8.34,1,198.75
828,4.88,1,90
570,2.09,2,60
1331,11.43,1,172.5
330,1.61,1,41.25
341,1.85,1,45
994,3.88,3,90
380,1.61,1,45
692,2.7,6,67.5
732,4.09,1,82.5
280,1.72,1,60
906,5.94,1,105
639,1.45,1,90
1407,11.57,1,176.25
2991,19.15,1,303.75
520,2.62,1,63.75
513,1.26,1,48.75
850,2.82,1,78.75
781,3.35,1,82.5
2145,9.01,1,195
860,3.17,1,82.5
623,2.41,1,63.75
1419,4.99,3,120
265,0.93,1,33.75
414,1.19,1,45
421,2.16,6,52.5
396,1.98,1,52.5
1302,9.77,1,157.5
291,1.13,1,41.25
888,5.33,1,105
442,1.71,1,48.75
530,3.52,1,67.5
668,3.33,6,71.25
1234,3.54,1,105
936,3.54,1,86.25
743,5.57,1,93.75
1098,3.35,1,97.5
192,0.6,1,30
1378,6.68,2,131.25
735,2.43,1,67.5
315,2.41,1,48.75
795,5.47,2,93.75
1228,8.37,1,142.5
492,2.01,1,56.25
602,3.11,1,67.5
477,2.62,1,56.25
686,4.67,1,82.5
695,4.92,1,86.25
3155,18.8,1,311.25
1471,5.47,1,127.5
2212,9.96,1,191.25
550,2.48,1,60
577,2.16,2,60
843,5.55,1,101.25
1095,6.92,1,123.75
1267,3.19,1,101.25
6,0.03,1,123.75
542,2.25,1,56.25
2091,6.58,1,183.75
1061,5.76,1,108.75
172,0.97,1,33.75
1049,2.41,1,86.25
675,3.65,2,75
1878,9.04,1,157.5
710,4.07,1,78.75
547,2.4,1,63.75
278,1.34,1,41.25
564,2.9,1,63.75
886,2.01,1,75
352,1.75,1,45
248,1.16,1,37.5
309,0.85,1,37.5
1986,9.22,1,187.5
382,1.54,1,45
12,0.05,1,67.5
492,2.57,1,56.25
551,2.08,1,60
341,1.8,1,45
1789,10.73,1,180
410,1.5,1,45
817,4.17,1,90
405,1.22,2,45
740,13.33,1,176.25
468,1.56,5,48.75
1746,10.77,1,180
533,2.29,1,60
392,3.6,1,63.75
622,3.48,1,71.25
714,2.54,1,67.5
595,1.96,1,60
1650,8.98,1,161.25
1723,17.03,1,243.75
524,3.11,1,63.75
1093,3.32,1,93.75
398,2.19,1,52.5
484,3.7,1,67.5
491,2.7,1,56.25
470,2.59,2,60
980,3.23,1,90
775,3.49,1,78.75
669,4.26,3,78.75
695,2.37,1,67.5
1133,7.18,1,120
1411,3.54,1,116.25
683,3.22,1,71.25
644,3.28,1,71.25
822,1.85,1,71.25
221,1.35,1,37.5
594,1.58,1,56.25
659,3.77,1,75
1731,8.27,1,161.25
735,2.16,1,67.5
325,2.35,1,48.75
331,1.59,1,45
285,1.3,1,37.5
1035,3.67,1,93.75
604,3.06,2,67.5
1206,13.68,1,195
676,10.33,1,142.5
361,1.93,1,48.75
1161,4.35,1,150
376,1.16,1,45
723,3.73,1,75
1151,5.31,1,112.5
427,2.16,1,52.5
254,1.01,1,37.5
572,3.01,6,67.5
1363,12.21,1,187.5
406,2.74,1,52.5
474,1.98,1,56.25
2282,12.92,2,236.25
3705,1.03,1,33.75
3718,31.04,1,390
749,3.27,1,75
1161,7.89,2,123.75
458,2.12,1,56.25
564,2.17,1,60
691,2.98,1,71.25
1038,4.36,1,101.25
675,2.77,1,71.25
1017,4.2,1,97.5
918,5.39,1,101.25
365,1.45,1,48.75
612,2.61,1,63.75
401,1.96,1,48.75
603,2.82,1,67.5
735,4.92,1,90
1495,2.75,1,116.25
1873,12.83,1,217.5
571,1.77,1,56.25
238,1.45,1,37.5
402,1.88,1,48.75
2079,9.41,1,180
492,1.8,1,52.5
928,3.2,1,86.25
296,2.64,1,75
615,2.98,2,71.25
378,1.63,2,45
305,1.43,1,41.25
13997,5.55,1,108.75
588,3.28,1,67.5
444,1.9,6,52.5
970,4.39,1,93.75
516,1.74,1,52.5
1636,13.9,1,262.5
825,4.63,1,86.25
519,3.03,1,63.75
55,0.06,1,262.5
1100,4.52,1,101.25
564,2.32,1,60
1015,3.01,1,90
607,2.93,1,67.5
477,1.64,1,52.5
314,1.61,1,41.25
577,2.88,1,63.75
896,4.65,1,97.5
575,2.86,1,63.75
484,2.09,0,56.25
659,3.78,1,75
833,6.76,1,112.5
131,0.97,1,30
416,1.98,1,52.5
506,2.61,2,60
824,2.8,1,75
1488,4.65,1,127.5
1620,9.53,2,172.5
573,2.25,1,60
972,3.75,1,75
875,6.1,1,112.5
682,10.78,1,150
802,4.18,1,82.5
597,0.9,1,56.25
1012,3.75,2,90
385,2.35,1,52.5
1469,6.23,1,131.25
550,2.45,1,60
540,3.48,1,67.5
1319,7.44,3,135
372,2.04,1,48.75
984,5.63,1,108.75
527,2.06,1,60
893,11.04,1,153.75
1016,3.32,2,93.75
283,0.93,1,37.5
1205,10.9,1,172.5
561,2.72,1,67.5
1796,5.17,1,142.5
600,2,1,67.5
310,1.63,2,60
429,1.27,5,48.75
1783,19.71,1,390
1185,8.55,1,146.25
1193,1.85,1,93.75
574,2.41,1,60
535,2.27,1,60
800,3.54,1,78.75
412,2.46,1,52.5
1226,5.63,1,116.25
647,4.72,1,82.5
625,2.95,1,67.5
2029,5.95,1,161.25
700,3.46,1,71.25
579,1.59,1,60
7,3.06,1,18.75
1227,4.91,1,112.5
2344,11.09,1,210
1451,12.2,1,187.5
528,1.93,1,56.25
2775,16.09,1,281.25
706,3.7,1,75
694,3.11,1,71.25
260,2.06,1,45
742,1,1,390
621,6.41,1,105
384,1.72,1,45
485,2.53,1,60
509,2.49,1,60
506,2.74,1,60
1141,9.78,1,153.75
1556,4.15,1,127.5
682,4.67,0,82.5
39,0.1,1,18.75
594,2.32,6,63.75
383,1.4,1,45
648,2.3,2,63.75
1155,8.42,1,135
1161,3.65,1,90
924,7.55,1,123.75
606,2.06,2,63.75
1128,12.89,2,180
451,2.72,1,60
371,1.67,2,45
449,2.43,1,56.25
782,3.28,1,75
1481,7.47,1,142.5
719,4.8,1,90
1346,3.56,1,105
7,4.18,0,18.75
520,2.11,1,56.25
464,5.1,1,82.5
732,3.41,3,75
431,1.3,2,45
1066,5.47,1,108.75
809,3.33,1,82.5
894,6.37,2,108.75
569,1.74,1,56.25
295,1.24,1,37.5
182,1.01,1,33.75
508,2.59,1,60
1498,9.32,1,165
774,6.16,2,105
655,1.92,1,63.75
310,1.13,1,41.25
525,1.58,1,52.5
755,2.09,1,67.5
506,2.14,1,60
258,0.84,5,33.75
585,3.14,6,67.5
780,3.64,1,78.75
303,0.79,1,37.5
533,2.57,1,60
763,11.15,1,153.75
587,2.41,1,63.75
721,7.24,1,112.5
547,2.54,1,60
1679,15.61,2,225
1168,3.32,1,101.25
1065,7.56,1,123.75
357,1.83,1,48.75
579,2,1,48.75
2599,35.89,1,461.25
211,1.26,1,37.5
850,4.23,1,86.25
359,1.9,1,48.75
1483,7.08,2,138.75
2584,19.3,1,75
369,1.98,1,48.75
506,2.14,1,56.25
11,0.05,2,82.5
153,0.66,1,30
2400,15.96,1,204
1209,3.46,1,101.25
805,3.07,2,78.75
288,1.43,1,37.5
591,2.22,1,60
469,1.95,2,56.25
781,2.53,1,75
454,2.06,1,52.5
1048,1.98,1,86.25
2323,7.85,1,187.5
972,3.7,1,93.75
397,2.29,1,52.5
1431,8.56,1,142.5
473,1.71,1,52.5
965,3.81,1,90
349,1.43,5,45
1126,4.55,1,108.75
507,1.93,1,56.25
945,3.54,1,86.25
818,2.61,1,78.75
536,1.79,5,52.5
364,2.61,2,112.5
441,2.01,1,52.5
542,3.07,2,60
433,2.69,1,56.25
608,2.25,2,60
1069,4.33,1,101.25
834,4.33,1,90
1370,7.66,1,138.75
1043,16.14,1,210
615,1.5,1,60
461,2.62,1,56.25
993,3.46,1,86.25
146,0.9,6,30
1491,20.31,1,270
439,1.88,1,52.5
423,1.77,1,52.5
479,2.32,1,56.25
1581,12.44,2,198.75
1668,7.31,1,157.5
4516,29.13,1,506.25
738,3.65,1,78.75
1194,3.28,2,97.5
436,1.79,1,48.75
352,1.93,1,48.75
460,1.54,1,48.75
388,1.77,1,45
299,0.97,1,37.5
1071,2.06,1,86.25
363,1.4,1,45
